idx,company_name,company_website,old_primary,old_secondary,old_confidence,old_reason,new_primary,new_secondary,new_reasoning,agree,website_snippet
81,ACG Resources,http://www.acgresources.com,executive_search,"permanent_recruiting, staffing",7,"The company explicitly lists an Executive Search division and highlights C‑level placements, indicating a strong focus on executive search. It also mentions Permanent Placement and Temporary Support Staffing divisions, so those are added as secondary services.",staffing,"permanent_recruiting, executive_search","The firm repeatedly emphasizes banking and finance as core markets, making finance the dominant industry; it also lists tech‑related areas (payments, technology) and a variety of other sectors, so those become secondary. Service offerings span staffing, permanent placement, and executive search, with no clear business model disclosed. Client base includes startups to large firms, leading to a mixed client type and a mixed_types profile.",NO,"ACG Resources is a recruiting firm based in New York City that specializes in staffing for the banking, finance, and startup sectors. The company offers services that include job placement for candidates and recruitment solutions for employers. ACG Resources provides an extensive job database for ca"
82,TA Partners,http://www.tapartners.org,executive_search,sourcing,9,"Both Talent Acquisition Partners and KiTalent describe themselves as executive search firms that use direct, passive‑candidate headhunting. No mention of temporary staffing, RPO, or pure permanent recruiting, but the focus on candidate research (direct search) implies sourcing as an additional service.",executive_search,"sourcing, permanent_recruiting","KiTalent is described as an executive search firm targeting insurance and finance roles, with marquee enterprise clients like BNP Paribas, Generali, LVMH, and Kering, indicating a finance primary industry and enterprise public client base. The clear mention of niche roles and sector focus yields high specificity.",YES,"KiTalent is an executive search firm that specializes in connecting organizations with qualified candidates within 7 to 10 days. The company primarily serves forward-thinking organizations, having partnered with over 200 clients, including notable names like IVECO Group, BNP Paribas, Generali, LVMH,"
83,Bell Search,http://www.bellsearchfirm.com,executive_search,staffing,9,"The description explicitly calls Bell & Associates an ""executive recruiting firm"" and states it offers ""executive search"" services; staffing is also mentioned as a offered service, while no other service types are clearly indicated.",executive_search,staffing,"The firm describes itself as an executive recruiting firm offering executive search and staffing, with explicit mention of serving IT and financial sectors. No single industry dominates, so multi_industry is used, and accounting is chosen as the sub‑industry based on the finance‑focused roles listed. Client size is not defined, leading to a mixed client type classification.",YES,"Bell & Associates, Inc. is an executive recruiting firm that connects top talent with employers across the United States. The company specializes in providing customized recruiting solutions tailored to the hiring needs of its clients. It offers services for job seekers and employers, including job "
84,Norman Alex,http://www.normanalex.com,executive_search,,9,"The company explicitly positions itself as an executive search boutique and highlights executive search as its core specialization. No other listed services (staffing, permanent recruiting, RPO, sourcing) are mentioned.",executive_search,staffing,"The firm repeatedly highlights executive search for finance‑focused roles (wealth management, fintech, trading) and also mentions technology, indicating finance as the dominant industry. Executive search is a retained‑fee model for boutique firms. Signals point to serving a range of client sizes across multiple sectors, leading to a mixed client profile and global geography.",YES,"Norman Alex is an international boutique firm specializing in executive search and corporate development services, established in 1997 in Monaco. The company operates offices in Geneva, Paris, Miami, New York, Dubai, London, Luxembourg, Nice, Casablanca, and Montevideo. Its core specialization is in"
85,Leaders Lab,http://www.theleaderslab.co,executive_search,"permanent_recruiting, staffing, rpo",9,"The firm explicitly focuses on executive recruitment (executive_search) and also mentions direct placements (permanent recruiting), contract recruiting (staffing), and strengthening internal recruiting functions (RPO).",executive_search,"rpo, staffing","The firm focuses on executive search and also offers RPO and contract staffing, but provides no industry-specific language, indicating a multi‑industry focus. Client language points to mid‑market companies seeking growth or exit, without clear size or VC/PE signals, leading to a mixed client type and mid_market_private profile.",YES,"The Leaders Lab specializes in executive recruitment, business scaling, and exit preparation for companies. It has placed over 1,000 leaders across various industries, contributing to billions in market cap value. The company focuses on hiring executives who are rigorously vetted for track record, s"
86,FullSpec,http://www.fullspecstaff.com,executive_search,,9,"The company describes itself as a ""leading executive search firm"" and focuses on placing Executive Directors, C‑level and senior leadership roles, which directly maps to the executive_search definition. No other service types (staffing, RPO, sourcing, etc.) are mentioned.",executive_search,permanent_recruiting,"The firm explicitly markets itself as an executive search firm for senior living, home health, hospice, and skilled nursing, clearly indicating a healthcare focus and a niche in senior care. The language around C‑level and director roles points to a retained executive search model. Client types span various sized healthcare providers, leading to a mixed classification and a mid‑market private profile.",YES,"Full Spectrum Search Group specializes in recruitment services within the senior living, home health and hospice, and skilled nursing sectors. The company explicitly targets organizations in these industries, focusing on roles related to senior care and healthcare services. While the website does no"
87,Community,http://www.communityrecruiting.com,executive_search,permanent_recruiting,8,"The firm emphasizes placing top MDs, C‑level and VP‑level biotech executives, which aligns with executive search. It also mentions broader talent acquisition across disciplines, indicating permanent (full‑time) recruiting as an additional service. No evidence of staffing, RPO, or pure sourcing.",executive_search,"permanent_recruiting, sourcing","The firm repeatedly emphasizes biotech and pharmaceutical recruiting, indicating a clear healthcare focus, and mentions serving start‑ups through IPOs, which points to VC‑backed growth‑stage clients. Their language about placing top‑level executives and scientists aligns with executive search, while also offering broader permanent hiring services.",YES,"Community Recruiting specializes in connecting exceptional talent with opportunities in the life sciences sector. Founded by Denise Clements and Ariella Haber, the firm has over 70 years of combined recruiting experience and has partnered with companies like Amgen and Vertex, as well as mid-sized or"
88,Chalker,http://www.chalkergroup.com,executive_search,permanent_recruiting,8,"The description emphasizes recruiting top‑level leaders and C‑suite talent for healthcare clients, which aligns with executive search. It also mentions full‑time placement and consulting on recruitment programs, indicating they provide permanent recruiting services as a secondary offering. No staffing, RPO, or pure sourcing activities are described.",executive_search,permanent_recruiting,"The firm explicitly targets senior healthcare leaders, cites medical school and research institute partners, and positions itself as an executive‑search boutique, indicating a clear healthcare focus. The geographic scope is limited to Birmingham and Huntsville, and the client base appears to be large healthcare organizations, leading to an enterprise private classification.",YES,"Chalker Group specializes in recruitment and retention services, focusing on connecting top-level recruits to the cities of Birmingham and Huntsville. The company employs a holistic approach to recruitment, emphasizing the importance of personal and professional connections for recruits and their fa"
89,Chasm Partners,http://www.chasmpartners.com,executive_search,rpo,9,"The company explicitly markets a retained executive search offering (ChasmSearch) as its core service and also describes ChasmTeam as recruitment process outsourcing, matching the 'rpo' category. No other listed services are clearly indicated.",executive_search,rpo,"The firm repeatedly emphasizes healthcare and health‑tech focus, with executive search and RPO services, and cites VC/PE‑backed high‑growth clients, indicating a clear niche. This dominance of healthcare signals a primary industry of healthcare and sub‑industry health_tech. Client type is VC‑backed growth-stage companies, leading to vc_growth and series_c_plus stage classification.",YES,"Chasm Partners is a healthcare talent solutions provider established in 2015, focusing on transforming the healthcare industry through integrated talent solutions. The company specializes in three primary services: ChasmSearch, which offers executive search through a proprietary retained search mode"
90,Pellis,http://www.pellis.com,permanent_recruiting,,7,"The firm describes itself as a 'professional search and recruiting firm' that places health‑care product professionals at various career levels, indicating full‑time (permanent) placement. No mention of temporary staffing, RPO, or pure sourcing services.",permanent_recruiting,executive_search,"The firm explicitly focuses on pharma, biopharma, medical device and diagnostic sectors, giving a clear healthcare niche (high specificity). It offers full‑time placement/search services, fitting permanent recruiting with an executive search angle. No business model or geography is stated, and the client base appears to be large life‑science companies, leading to an enterprise classification.",YES,"Phil Ellis Associates, Inc. is a professional search and recruiting firm specializing in the pharmaceutical, biopharmaceutical, medical device, and medical diagnostic industries. Established in 1978, the firm has over 45 years of experience in recruiting health care products professionals across var"
91,Cates,http://www.catesconsulting.com,executive_search,,9,"The company explicitly describes itself as a ""boutique executive search firm"" and focuses on executive recruiting for senior roles. No other services (staffing, permanent recruiting, RPO, or sourcing-only) are mentioned.",executive_search,,"The firm explicitly markets executive search for biotech and pharma companies, making healthcare the dominant industry with a biotech sub‑industry. Their target clients are described as mid‑sized to larger firms, indicating a mid‑market focus, and they operate globally from three US states.",YES,"Cates Consulting is a boutique executive search firm founded in 1991 by Elena Cates and Rachel Galligan, focusing on executive recruiting. The firm operates with a team located in California, Connecticut, and Florida, and emphasizes diversity and inclusion in its recruiting efforts. Cates Consulting"
92,Kester Search,http://www.kestersearch.com,executive_search,permanent_recruiting,8,"The firm repeatedly describes itself as an executive recruiting firm offering a boutique Executive Search practice and highlights executive placements as its core offering. All services mentioned (Professional Search, Commercial Expansions) involve permanent, full‑time hires, which maps to permanent recruiting. No staffing, RPO, or sourcing‑only activities are described.",executive_search,permanent_recruiting,"The firm repeatedly emphasizes its focus on healthcare sub‑sectors (biotech, medical devices, dental, etc.) and mentions retained executive searches, indicating a primary healthcare executive search service with a retained model. Signals of rapid hiring for companies with new funding point to VC‑backed growth‑stage clients, while the breadth of client sizes suggests a mixed company‑type audience.",YES,"Kester Search Group is a boutique healthcare executive search firm specializing in identifying and recruiting executives, as well as sales and marketing talent, throughout the United States. The company offers three primary services: Executive Search, Professional Search, and Commercial Expansions. "
93,Tailored Search,http://www.tailoredsearch.com,executive_search,"permanent_recruiting, staffing",8,"The description highlights retained search for C‑Suite roles and emphasizes customized talent searches, indicating executive search as the core offering. It also explicitly mentions direct‑hire (permanent recruiting) and contract support (staffing) as additional placement options.",permanent_recruiting,"executive_search, staffing","The description emphasizes recruiting for early‑stage and hyper‑growth startups and explicitly targets the life sciences sector, indicating a clear healthcare focus (pharma). Services span permanent placement, executive search, and staffing, with retained and contract options, but the model isn’t clearly defined. The client base is primarily VC‑backed startups, fitting the vc_growth profile, and the operation is national in scope.",NO,"TailoredSearch specializes in recruiting and consulting services for early-stage to hyper-growth startups, as well as companies in the life sciences sector. The company focuses on providing expert talent across various roles, from entry-level positions to C-Suite executives. TailoredSearch offers fl"
94,Vanguard HC,http://www.vanguardhcstaffing.com,executive_search,"permanent_recruiting, staffing",7,"The description explicitly lists ""executive search"" as a service and emphasizes leadership hiring. It also talks about ""staffing solutions"" and filling a range of roles (sales to C‑suite), implying permanent recruiting and broader staffing offerings.",staffing,"permanent_recruiting, executive_search","The firm repeatedly emphasizes healthcare focus, mentioning diagnostic labs, medical devices, and biotech, making healthcare the dominant industry. Service language points to both staffing and executive search, so staffing is primary with permanent recruiting as secondary. Lack of client size or geography details leads to a mixed client type and unknown geography.",NO,"Vanguard Healthcare Staffing specializes in healthcare recruitment, focusing on connecting organizations with top-tier candidates for various roles. The company offers services including executive search, resume services, and an interview toolkit. It has over 20 years of experience in the healthcare"
95,Chalker,http://www.chalkergroup.com,permanent_recruiting,sourcing,7,"The firm explicitly says it is not a staffing firm and focuses on helping companies improve hiring success and retention, which aligns with full‑time placement (permanent recruiting). It also emphasizes its extensive network and candidate introductions, indicating a sourcing component.",executive_search,sourcing,"The firm highlights recruiting senior leaders for a medical school and a research institute, clearly pointing to the healthcare sector, specifically hospitals/academic medical centers. Its service is positioned as executive search with added sourcing, and the client base consists of large public institutions, making enterprise_public the best fit. The focus on two Alabama cities makes the geography local.",NO,"Chalker Group specializes in connecting top-level recruits to the cities of Birmingham and Huntsville through a holistic approach to recruitment and retention. The company focuses on providing personalized services that address both career and personal transition needs, particularly for recruits and"
96,Jacobs MGT,http://www.jacobsmgt.com,executive_search,,9,"The company is explicitly described as providing executive recruiting/executive search services for healthcare and high‑tech sectors; no other distinct services (staffing, permanent recruiting, RPO, sourcing) are mentioned.",executive_search,,"The firm explicitly markets executive search for life‑science areas (medical devices, biotech, pharma, diagnostics) which maps to the healthcare industry, with a secondary mention of high‑tech (IT). Executive search is typically retained, and the niche focus is clear, giving high specificity. No size or geography details are provided, so client type and geography are marked mixed/unknown.",YES,"Jacobs Management specializes in executive search services for the life sciences sector, focusing on the medical device, biotechnology, pharmaceutical, and diagnostics industries. The company has over 35 years of experience and has cataloged more than 390,000 industry candidates. It has conducted ov"
97,P-Link,http://www.p-link.cn,executive_search,"permanent_recruiting, sourcing",8,"The description emphasizes high‑end, niche headhunting for pharma/medical roles, which aligns with executive search. It also mentions broader recruitment processes and employer branding, suggesting they also handle permanent placements and candidate sourcing.",executive_search,"permanent_recruiting, sourcing","The firm explicitly states it specializes in headhunting for pharmaceutical and medical industries, giving a clear niche (high specificity). This points to a healthcare primary industry with a pharma sub‑industry. The lack of size details but focus on high‑end recruitment suggests enterprise‑level clients, and service geography is limited to Shanghai, making it a local market.",YES,"仕联（上海）企业管理咨询有限公司 specializes in providing high-end recruitment services specifically for the pharmaceutical and medical industries. The company is headquartered in Shanghai and operates under the service philosophy of ""quick, accurate, standardized, and effective."" Its core specialization lies in he"
98,Hughes Law,http://www.haallc.com,executive_search,,9,"The firm explicitly describes itself as an 'executive search' firm and lists executive search as a client offering; no other services (staffing, permanent recruiting, RPO, sourcing) are mentioned.",executive_search,"sourcing, permanent_recruiting","The firm explicitly markets itself as a life sciences executive search firm focused on pharmaceutical and biotech sectors, providing clear niche signals. This strong industry focus justifies a healthcare primary industry with a pharma sub‑industry, and the executive‑search service indicates an enterprise‑level client base. Lack of geographic or pricing details leads to an unknown geography and not_specified business model.",YES,"Hughes and Associates is a life sciences executive search firm specializing in recruitment for the pharmaceutical and biotechnology industries. The company focuses on connecting scientific professionals with organizations in need of talent in areas such as clinical pharmacology, pharmacometrics, dru"
99,PeopleWork,http://www.peoplework.co.kr,executive_search,"permanent_recruiting, sourcing",7,"The firm is described as a specialized 'search firm' (head‑hunting) focusing on senior and managerial roles, which aligns with executive search. It also offers broader recruitment and candidate services, indicating permanent recruiting and sourcing activities.",permanent_recruiting,sourcing,"The firm describes itself as a headhunting/search firm targeting foreign medical device and pharmaceutical companies, indicating a clear healthcare focus. No single client size dominates beyond 'large enterprises', so enterprise is chosen. Services align with permanent placement and sourcing, while business model details are absent.",NO,"peoplework is a South Korean company specializing in headhunting and recruitment services. It offers a range of services including client services for companies seeking to hire talent, candidate services for job seekers, and reference checks. The company targets clients in various industries, partic"
