email_domain,Company Website,company,industry,mx_provider,leads_count,Website Summary
metro-intermodal.com,https://www.metro-intermodal.com,Metro Intermodal Ltd,Freight Hauling (Rail and Truck),A-record Fallback,3,
metrodisposal.com,https://www.metrodisposal.com,Metro Disposal,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
metrodist.com,https://www.metrodist.com,Robert'S & Son,Transportation & Storage Other,A-record Fallback,1,"MetroDist.com is listed for sale by HugeDomains. The sale price is $1,895 with alternative payment of $78.96 per month for 24 months; zero-interest financing is advertised. The platform offers immediate domain ownership upon purchase and notes a 30-day money back guarantee, safe and secure shopping, SSL encryption, and checkout options via PayPal or Escrow.com. The site provides a phone number for domain expert inquiries: 1-303-893-0552. The content features customer testimonials and success stories praising the buying experience and payment plans, including quotes from named individuals (Kofi Yeboah, Yvonne Perkins, Tony Ciccocelli, Aivar Podra, Caesare Belvano) with dates in April 2026. It states a history of assisting thousands of people with domain names since 2005 and includes a section titled “Customer success stories” with a reference to CryptoAdventure.com. The page describes a 30-day money back guarantee, quick domain delivery (access within 1–2 hours in most cases, next business day for after-hours purchases), and safety measures for personal information. It explains transfer processes to other registrars (e.g., GoDaddy), noting manual transfer timelines up to 5 days and that domains bought with payment plans are not eligible for transfer until all payments are completed. It also notes that the 30-day guarantee is void once a domain has been transferred. The site mentions that domains can be pushed into the buyer’s account after purchase and provides a link for transfer instructions to GoDaddy. The page references case studies and a “case-studies” page for additional customer stories. The explicit ICP (ideal customer profile), core specialization, industries served, targeted buyer roles, geographic markets, and explicit differentiation beyond generic assurances are not provided in explicit terms. The content centers on the service of selling domain names through HugeDomains and emphasizes payment plans, delivery timelines, guarantees, and transfer procedures as the primary offerings and processes."
metroexpress.com,https://www.metroexpress.com,Metro Express Trucking Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,"Metro Express provides air cargo services focused on expedited and less-than-truckload (LTL) freight, operating routes from LAX and ONT in Southern California. The company offers first and last mile pickup and delivery services, daily routes east of Los Angeles into the Inland Empire, Deserts, and Mountains, and TSA-qualified drivers. They sweep the LAX and ONT airports, operate 24/5 with weekend availability, and provide warehousing for special projects and short-term storage. Special handling, packaging, and crating services are available, along with tradeshow services in Palm Springs and Ontario Convention Centers. The operation serves Freight Forwarders, Customhouse Brokers, and Logistics Companies. Their services include general air cargo, expedited transportation, and LTL freight, with a focus on regional Southern California coverage and airport-related freight. They can handle all sizes of trucks and trailers. The company states a rate increase effective April 22, 2024 due to rising costs, including regulatory/compliance issues in California, driver shortages, rising insurance, and facility costs. They provide contact details, a physical/mailing address in Rancho Cucamonga, CA, and telephone numbers. Explicit ICP characteristics, targeted buyers, industries, geographic markets, proof metrics, and differentiators are not clearly enumerated beyond the stated customer types and regional operations. The website does not provide detailed proof such as metrics, case studies, certifications, rankings, or explicit pricing models beyond a general rate increase. The ICP, specialization, differentiation, geography, scale, and proof are not extensively defined."
metroexpressinc.com,https://www.metroexpressinc.com,Metro Express Transportation Services,Transportation & Storage Other,Google Workspace,3,
metrofoods.net,https://www.metrofoods.net,Metro Foods,Freight Hauling (Rail and Truck),Custom/Self-hosted,1,"Metro Foods is a food distribution and logistics company providing high quality retail meat products, warehousing, and transportation services across the United States. The core specialization is supplying high-quality retail meat products supported by efficient warehousing and dependable transportation networks to ensure freshness, safety, and on-time delivery. Services and offerings mentioned include nationwide food distribution and logistics solutions, warehousing, and transportation networks for retail meat products. The page does not specify an explicitly stated ideal client profile (ICP) beyond implying customers needing distribution of retail meat with warehousing and transport. Industries, sectors, and company categories explicitly served are not detailed beyond retail meat distribution nationwide. Roles or departments targeted as buyers are not stated. Explicit differentiation claims are not provided beyond describing Metro Foods as a leading food distribution and logistics company with nationwide services. Delivery model, engagement structure, pricing model, or contract structure are not stated. Geographic markets served are the United States. No years, metrics, case examples, certifications, rankings, or other proof are stated. Explicitly, ICP, specialization, differentiation, geography, scale, or proof are not provided beyond the general nationwide distribution of retail meat products with warehousing and transportation."
metromovers.com,https://www.metromovers.com,Metro Movers,Freight Hauling (Rail and Truck),Google Workspace,3,"Metro Movers is a Phoenix, AZ-based moving company established in 1982. It offers residential, commercial, and storage services for relocations within Phoenix and surrounding areas. The company presents itself as family-owned and emphasizes treating customers’ belongings as their own. Core offerings listed include Residential moving, Commercial moving, and Storage services, with a call-to-action for a free quote. The site highlights an A+ rating from the Better Business Bureau (BBB) and notes continuous BBB accreditation since 1985. It also references features such as a free estimate, appointment-form fields for name, email, phone, project size (0-1,000 sq ft; 1,001-2,000 sq ft; 2,001-3,000 sq ft; 3,000+ sq ft), and type (Home, Apartment, Commercial) in inquiry forms. The company claims to have been voted by The Business Journal’s Book of Lists and AZ Business Magazine’s Ranking Arizona as one of Arizona’s best relocation companies. Explicit geography: Phoenix, AZ, United States. It states the business is family owned and established locally in Phoenix. It does not provide explicit ICP characteristics beyond residential families and Phoenix businesses, nor explicit pricing models, contract structures, or detailed engagement models beyond a generic free quote. It does not specify industry sectors beyond residential, commercial, and storage, nor targeted buyer roles or departments. It does not provide case studies, portfolio examples, or quantified service metrics beyond BBB rating and long-standing local recognition. Explicit differentiation cited: BBB A+ rating since 1985 and long-standing family-owned operation since 1982. No further geographic markets beyond Phoenix are stated, and no additional scales, proof, or specific ICP details are provided beyond these attributes."
metrotransportation.net,https://www.metrotransportation.net,Transportation Services Corp.,Freight Hauling (Rail and Truck),Google Workspace,3,
metroxpress.com,https://www.metroxpress.com,Metro Xpress,Freight Hauling (Rail and Truck),Custom/Self-hosted,2,"Metro Xpress is a freight carrier based in Wichita, Kansas. The company presents itself as a transportation and logistics provider with a focus on customer service, honesty, and communication. It operates a fleet described as 250+ trailers and emphasizes unmatched service and unrivaled reliability as core differentiators. The site highlights a family-built legacy based on trust, dedication, and commitment to customers. Services explicitly referenced include freight services and general transportation/logistics support, with emphasis on customer service guiding operations. The company promotes career opportunities, offering a quick-apply option and a page for trucking jobs in Wichita, Kansas, indicating recruitment as part of its engagement structure. The site states its loyal customer base and long-standing service ethos as proof points but does not provide concrete metrics, case examples, certifications, rankings, or external industrial qualifications. The ICP, specialization, geography, scale, proof, pricing models, and contract structures are not explicitly defined beyond the Wichita, Kansas base and regional freight operations, with no explicit industries, sectors, or buyer roles named beyond general “buyers” implied by typical roles in transportation/logistics. Explicitly, ICP characteristics, targeted industries, and specific buyer roles are not provided; no pricing, delivery model details, or contract terms are stated. The content lacks explicit geographic market expansions or limitations beyond Wichita, Kansas, and does not provide additional proof or metrics beyond its stated fleet size and loyalty claims."
mexicotravelnet.com,https://www.mexicotravelnet.com,Mexico Travel Net,Transportation & Storage Other,Custom/Self-hosted,3,"Summary: Mexico TravelNet Vacation Rentals is a property management and luxury vacation rental company operating in Cabo San Lucas, La Paz, and Cozumel, Mexico. It offers luxury vacation rentals including oceanfront villas, upscale condos, and premium beachfront homes, with specific properties named such as Villas La Estancia on Medano Beach and Paraiso del Mar in La Paz. The company provides concierge-driven services, including private chef experiences, in-villa dining, grocery pre-stocking, spa treatments, airport transfers, and personalized excursions. It positions itself as a trusted property management partner with listings on VRBO, Airbnb, Booking.com, and Expedia, emphasizing expert property care and year-round bookings. Established in 1995, it advertises 30 years of experience and a handpicked collection of exclusive villas and beachfront homes designed for romantic getaways, family vacations, or group celebrations. Its service model includes a dedicated concierge team from booking through stay, arranging activities and services tailored to client needs. Client testimonials cite experiences in La Paz and Cabo San Lucas, highlighting concierge support, private chef, in-home dining, security, beach access, and personalized amenities. The company claims specialization in Baja California Sur expertise, offering local knowledge beyond guidebooks. It serves travelers seeking luxury beachfront stays and property owners seeking professional listings and income optimization on major platforms. The explicitly stated ICP includes travelers seeking private, service-rich beachfront vacations and property owners desiring professional listings and year-round bookings; no explicit buyer roles or departments are named beyond “concierge team.” Geographic markets explicitly served are Cabo San Lucas, La Paz, and Cozumel, Mexico, with properties on Medano Beach and in La Paz, and links to Cozumel and the Riviera Maya rentals. Explicit measurements of scale, metrics, certifications, rankings, or proof beyond the 30-year experience are not provided. The ICP, primary specialization, differentiation, geography, scale metrics, and proof are all explicitly described as stated; no additional not-provided items are inferred."
mexicounlimited.com,https://www.mexicounlimited.com,Mexico Unlimited,HR and Recruiting Services,A-record Fallback,3,"mexicounlimited.com presents no substantive content beyond a placeholder stating “Something amazing will be constructed here...” and instructions about uploading the website into the public_html directory. There are no explicit details, claims, services, programs, ICP, industries, buyer roles, delivery models, pricing, geographic markets, metrics, certifications, case examples, or any other factual information available on the page. Therefore, no concrete facts about the company’s ICP, core specialization, offerings, differentiation, delivery model, or geography can be identified. The page does not provide explicit ICP, specialization, geography, scale, or proof."
meyertrucking.com,https://www.meyertrucking.com,Meyer Trucking Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
mfgind.com,https://www.mfgind.com,"Manufacturing and Industrial Technologies, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,"PROLIM Government Technologies provides services and solutions targeting government entities, including the U.S. Military, U.S. Department of Defense, Homeland Security, and state governments. Their offerings span multiple business and technical areas with origins in product development and manufacturing services, including tool component and complete design and build. The company presents a dedicated practice for government work and positions itself as a provider of end-to-end IoT, IT, and PLM solutions with operations across the USA. Core themes emphasize engineering, manufacturing, and IT solutions; and services include product development, manufacturing, simulation, Low-Code, Cloud, advisory, and engineering consulting for Fortune 500 & 1000 companies. PROLIM highlights values such as expertise (20+ years of experience), quality and control, reliability through a systematic approach, and integrity. The explicit solution areas listed are: Program Management, Business Process Improvement, Product Lifecycle Management (PLM), Enterprise Application Integration (EAI), Methods And Training, and Software Sales. The company also describes offerings in Engineering & Manufacturing Solutions, Business Solutions, and Human Capital Solutions, along with IT Solutions. Geographic scope is stated as operations across the USA. Explicit ICP, specific buyer roles, contracts, pricing models, or detailed proof metrics are not provided beyond broad references to government entities and Fortune 500/1000 clients. No specific years beyond “20+ years” of experience are provided, and no explicit case examples or certifications are mentioned. If ICP, specialization, geography, scale, or proof are required, the site does not provide explicit details beyond government-focused practice, US-wide operations, and relations to large corporate clients."
mfwc-cold.com,https://www.mfwc-cold.com,Minnesota Freezer Warehouse Co,Warehousing and Storage,Custom/Self-hosted,3,"Summary:
Minnesota Freezer Warehouse Company (MFWC) provides commercial cold storage warehousing with climate-controlled storage for frozen, refrigerated, and dry goods in Albert Lea and Austin, Minnesota. The company emphasizes protecting food safety and preventing spoilage and damage, offering reliable solutions for the frozen and refrigerated food industry. MFWC offers custom cold storage warehousing and service solutions powered by experience, advanced facilities, and a variety of capabilities designed to meet unique customer needs, including receiving deliveries, shipping demands, and product requirements, with storage plans tailored to each client. It operates a computerized inventory management system and computerized temperature-controlled storage to track and maintain product quality. The company has been in operation since 1915 and cites over 100 years of activity, highlighting FDA certification of its warehouse. Contact information includes locations: Albert Lea at 820 E. 13th Street, Albert Lea, MN 56007-0086, phone 507-373-1477, toll-free 844-373-1477, fax 507-373-2174, email info@mfwc-cold.com; Austin location at 1907 14th Street N.E., Austin, MN 55912-0475, phone 507-437-1982, fax 507-437-1892, email info@mfwc-cold.com. The explicit ICP, ideal client characteristics, specific industries served beyond the frozen/refrigerated food sector, delivery model details (beyond customized storage and inventory control), pricing or contract structures, geographic markets beyond Albert Lea and Austin, and explicit proof metrics beyond the stated FDA certification and 100-year history are not provided."
mgbservices.com,https://www.mgbservices.com,M G,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
mgcinc.com,https://www.mgcinc.com,Mid Georgia Courier Inc,Freight Hauling (Rail and Truck),Google Workspace,3,
mgdservices.com,https://www.mgdservices.com,Mgd Services Inc,HR and Recruiting Services,GoDaddy,3,
mhemployment.com,https://www.mhemployment.com,Mile High Employment,HR and Recruiting Services,Google Workspace,3,"MHES Logistics connects professional CDL-A drivers with direct-hire opportunities through carrier partners, offering weekly pay, newer rigs, and flexible home time. It provides live-updated lanes including Midwest Regional (home time every weekend, pay at 1,700+ weekly), Southeast OTR (home time 10-14 days out, pay 72¢ per mile), and Northeast Run (home time weekly, pay 1,800+ weekly). The company hires in all 48 states. Users can text to apply, check lanes, or speak with recruiters; a direct recruiting line is 303.990.1996. Services include a Quick Qualify short application and a direct-line recruitment process with typical response time under 10 minutes. The company emphasizes direct-hire roles, weekly direct deposit pay, and home-time-focused scheduling. Equipment described as newer-model Kenworths, Peterbilts, and Freightliners maintained to high safety standards. There is a strategic alliance with JFI Logistics (FleetBuilders) announced in Colorado Springs, CO, positioning MHES as a long-standing, 35+ year recruitment firm; the partnership integrates FleetBuilders’ systems to optimize fleet margins and a proven 35-year driver-vetting protocol. The page states MHES is Denver HQ-based and has operated since 1985; it markets itself as the “Driver’s Choice” with a 4.7-star rating from 452+ drivers. Explicit ICP, primary customers, and specific industries or sectors beyond professional CDL-A drivers and carrier-partner direct-hire opportunities are not further delineated. Explicit geographic market coverage: 48 states; no other geographic limitations are stated. Explicit differentiation includes direct-hire opportunities with verified carrier partners, weekly direct deposit pay, home-time guarantees, newer equipment, and the MHES-JFI FleetBuilders alliance leveraging a 35-year recruitment pedigree and a structured, engineered fleet-management approach. No pricing model beyond pay rate information is provided beyond per-mile rates and weekly pay; no contract structures or other engagement models are described. Explicit proof elements include the 4.7 rating, 452+ drivers trusting MHES, 35+ years of recruitment experience, and the partnership with JFI Logistics. If considering ICP or geography beyond 48 states and the stated alliance and years, explicit details are not provided."
mhrecruiters.com,https://www.mhrecruiters.com,Mangieri Solutions LLC,HR and Recruiting Services,Custom/Self-hosted,3,
microdyne.com,https://www.microdyne.com,Microdyne Corporation,HR and Recruiting Services,A-record Fallback,3,"Summary: The site states that the Microdyne.COM domain name is for sale and invites inquiries. It emphasizes that a domain name serves as identity on the Internet to establish instant trust and credibility with customers, and claims that premium domain names appreciate in value over time and can boost a business, suggesting an investment in the right domain name. No additional services, programs, offerings, ICP characteristics, industries served, buyer roles, engagement structures, pricing models, geographic markets, metrics, case examples, certifications, or proof are provided. Explicitly, there is no information about the company’s ICP, core specialization, primary focus, services, programs, target industries, buyer roles, differentiation, delivery or pricing models, geography, scale, or proof beyond the general notions about domain names and credibility."
micromanos.com,https://www.micromanos.com,MicroManos Corp.,HR and Recruiting Services,Custom/Self-hosted,3,
midamerica-music.com,https://www.midamerica-music.com,Midamerica Productions Inc,HR and Recruiting Services,Google Workspace,3,"MidAmerica Productions is a music production company that organizes and produces concerts in New York City and worldwide. It has a 40+ year history, has produced 1,500+ concerts worldwide, 100+ world premieres, 900+ guest conductors, and 3,500+ choral ensembles. The company operates New York City residencies and presents concerts such as events at Carnegie Hall (Stern Auditorium/Perelman Stage) and Weill Recital Hall. Example events include the world premiere of Mark Hayes’ Psalmos in memory of founder Peter Tiboris with the New England Symphonic Ensemble and choir, conducted by Maestra Melanie Soule, featuring Ola Gjeilo’s Dreamweaver and Nathaniel Voelker on Mozart’s Requiem in D Minor, K. 626; another concert features Mozart’s Coronation Mass, Haydn’s Te Deum, and Dan Forrest’s Requiem for the Living, with gospel works by Patrick Bradley, Rose Buchanan, and Richard Smallwood. The Peter Tiboris Legacy Scholarship is mentioned. The company describes itself as celebrated for excellence in classical and choral music. It states it is “one of the most prolific presenters in the history of Carnegie Hall,” having produced over 1,500 concerts in Stern Auditorium / Perelman Stage and Weill Recital Hall. The site emphasizes social media presence (Instagram and other pages). No explicit ICP, pricing model, delivery model details, engagement structures, geographic limitations beyond NYC and worldwide, or explicit buyer roles/departments are provided beyond implied audiences of ensembles and conductors. Explicitly stated proof includes 40+ years of operation, 1,500+ concerts worldwide, 100+ world premieres, 900+ guest conductors, 3,500+ choral ensembles, and Carnegie Hall performances. The page lists New York City Residencies under “Join Us On Stage” and upcoming concert dates; it mentions Europe in the header but provides no explicit details about European markets or programs beyond the general description. If ICP, specialization, geography, scale, proof, engagement models, or pricing structures are required, they are not explicitly provided beyond the metrics and Carnegie Hall activity."
midatlanticrf.com,https://www.midatlanticrf.com,"Mid-Atlantic RF Systems, Inc.",Air Couriers and Cargo Services,Custom/Self-hosted,3,
midatlanticxpress.com,https://www.midatlanticxpress.com,Mid Atlantic Express Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
midcont.com,https://www.midcont.com,Midcont,Air Couriers and Cargo Services,Custom/Self-hosted,3,
middlemanmessenger.com,https://www.middlemanmessenger.com,Middle Man Messenger,Freight Hauling (Rail and Truck),Google Workspace,1,"Middleman Messenger is described as Houston's premier messenger/courier service. The site provides contact details: phone number 713-218-6400 and address 101 Esplanade Blvd, Suite 400, Houston, TX 77060. It advertises values: Honesty, Professionalism, Timeliness, Affordable Rates. The page includes a header with “Welcome to Middleman Messenger” and a prompt to schedule deliveries. No explicit ICP (ideal customer profile) characteristics, no industries or sectors served, no buyer roles, no detailed services list beyond the general term “messenger/courier service,” and no specific programs, pricing structures, engagement models, contract terms, geographic markets beyond Houston, metrics, certifications, or proof of performance. The site does not provide explicit differentiation beyond branding of being “Houston's premier messenger/courier service” and the stated values. It also lacks explicit statements about service scope, delivery model, or target departments. Therefore, explicit ICP, specialization, differentiation, geography, scale, and proof are not provided."
midsouthconsultant.com,https://www.midsouthconsultant.com,Midsouth Consultant Group L.L.C,HR and Recruiting Services,Custom/Self-hosted,3,"Summary:
MidSouth Consultant Group is an executive search firm focused on the packaging industry, founded in 1999. It works with producers of packaging products, including companies in flexible packaging, labels, folding carton, and those producing film and paper substrates. The firm is built on integrity, confidentiality, and commitment to clients. It positions itself as a partner that provides access to top industry talent and allows clients to steer the search vehicle through its customer-focused approach and deep industry network. Its services include filling positions across organizational levels, from highly technical professionals to C-Suite and C-level leaders. Specific roles listed include Chief Operating Officer; Vice President of Sales & Marketing; Vice President of Operations; General Manager; Marketing & Business Development Manager; Regional Sales Manager; National Account Manager; Director of Technical Service; Director of Continuous Improvement; Plant Manager; Operations Manager; Production Manager; Customer Services Manager; Technical Service Representative; Sales Representative; Graphics and Prepress Manager; Plant Engineer; Quality Manager. The company targets both packaging companies facing staffing needs and qualified professionals seeking career opportunities, positioning itself as a trusted talent source. It claims differentiation through a long-standing exclusive focus on the packaging industry since 1999, a customer-focused approach, and a deep industry network that aims to deliver the right fit and top talent. The site does not specify delivery models, engagement structures, pricing models, contract structures, geographic markets served, metrics, case examples, certifications, rankings, or proof beyond the stated industry focus and tenure. Explicit ICP, specialization, differentiation, geography, scale, or proof details beyond the packaging industry focus and 1999 founding are not provided."
midstatesexpress.com,https://www.midstatesexpress.com,Mid-States Express,Freight Hauling (Rail and Truck),A-record Fallback,3,"Summary:
MidStatesExpress.com is a domain name offered for sale by HugeDomains. The listing price is $3,295 with an option to pay $137.29 per month for 24 months, including a 30-day money-back guarantee and immediate ownership upon purchase. The page promotes quick delivery of the domain and safe, secure shopping, with SSL encryption and payment options via PayPal or Escrow.com. A payment-plan detail page is linked, advertising 0% interest for 24 monthly payments and immediate domain usage. The site provides customer testimonials dated April 2026 praising service and the payment plan. The FAQ indicates that transfers to other registrars (e.g., GoDaddy) are possible after purchase; however, domains bought on payment plans cannot be transferred until all payments are completed, and the 30-day guarantee becomes void once a transfer occurs. After purchase, the domain is pushed to an account at NameBright.com, with username/password sent by email; access is typically available within 1–2 hours, or by next business day for purchases after business hours. The page notes that since 2005 HugeDomains has facilitated domain purchases, though no ICP, industry, or client-specific targeting is stated beyond general domain buyers. Explicit differentiation, ICP characteristics, geographic markets served, and proofs beyond customer testimonials and purchase guarantees are not provided."
midstatesinc.com,https://www.midstatesinc.com,Midstates Distributing,Warehousing and Storage,Custom/Self-hosted,3,"Midstates Inc. presents a homepage with a catalog-like navigation listing various brands and sub-categories of automotive and truck accessories, including air lift, supersprings, rigid industries, Rhino Rack, Ranch Hand, Putco, MOB Armor, Luverne Truck Equipment, SuperWinch, Timbren, Westin Automotive, WeatherTech, Weather Guard, WARN, UWS, UnderCover, Truxedo, Trimax, Icon Vehicle Dynamics, Husky Liners, BedRug, BAK Industries, Baja Designs, BackRack, BW Towing, Aries, ARC Lighting, AMP Research, Bulldog Winch, and Code3. The page includes access options for account-related actions (Forgot Password, Request Access) and indicates categories for Parts, Categories, and Series with a “Remember Me” feature. There is no explicit text detailing the company’s ICP, core specialization, services, programs, pricing, engagement structure, geographic markets, case studies, certifications, metrics, or proof. The site does not provide explicit statements about the targeted buyers, industries served, contract terms, delivery model, or geographic limitations. Based on the provided content, explicit information about ICP, specialization, differentiation, geography, scale, and proof is not provided."
midstatesystems.com,https://www.midstatesystems.com,Mid State Systems Inc.,Freight Hauling (Rail and Truck),Custom/Self-hosted,1,
midwestcontinental.com,https://www.midwestcontinental.com,Midwest Continental Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,"Temporarily Disabled

The provided webpage and site content are not accessible or appear to be unavailable, showing only a placeholder message and an image. No concrete information is available on the page to define the company’s ICP, core specialization, services, offerings, targeted buyers, industries served, delivery or pricing models, geographic markets, metrics, case examples, certifications, or proof. Explicit details about what the company does, its differentiation, engagement structure, or any stated client characteristics are not present. Consequently, no factual facts can be extracted to describe ICP, specialization, geography, scale, or proof. If available, please provide alternative page content or access to the site to produce a precise, factual summary within the requested constraints."
midwesterntrading.com,https://www.midwesterntrading.com,Midwestern Trading Inc.,Freight Hauling (Rail and Truck),Google Workspace,3,
midwestrefrigeration.com,https://www.midwestrefrigeration.com,Midwest Refrigeration Inc,Warehousing and Storage,A-record Fallback,3,"MidwestRefrigeration.com is a domain name listed for sale by HugeDomains. The page presents a purchase option at a listed price of $9,895 or a payment plan of $412.29 per month for 24 months, with 30-day money back guarantee, quick domain delivery (access typically within 1–2 hours, or next business day for after-hours purchases), and safe, secure shopping including SSL encryption and checkout via PayPal or Escrow.com. The site includes customer testimonials praising service and the payment plan. The FAQ indicates that the domain can be transferred to another registrar or hosting company after purchase; however, domains purchased with payment plans are not eligible for transfer until all payments are completed, and the 30-day guarantee is void once a domain is transferred. Transfer instructions reference GoDaddy; ownership is pushed to an account at NameBright.com with login details provided after purchase. Geographic markets, ICP specifics, core specialization, industries served, engagement structure, pricing model beyond the payment plan, and explicit differentiation or proof of ICP are not provided beyond the generic domain-for-sale information. Explicitly stated proofs include 30-day money back guarantee, quick delivery timeframe, SSL-based security, and payment options (PayPal or Escrow.com) as part of the purchase process. No explicit ICP, target industries, geography, scale metrics, certifications, or case examples related to a real-world business are provided beyond generic domain-sale information. It does not specify a company axis beyond the domain being offered for sale."
milamcargo.com,https://www.milamcargo.com,milam cargo inc,Transportation & Storage Other,A-record Fallback,1,"MilamCargo.com is a domain name listed for sale by HugeDomains. The sale price is $2,995, with an alternative payment plan of $124.79 per month for 24 months, 0% interest, and a 30-day money back guarantee. The platform offers immediate ownership after purchase and emphasizes safe, secure shopping with SSL encryption and options to checkout via PayPal or Escrow.com. The domain is registered under NameBright, with transfer to another registrar possible, though domains bought on a payment plan cannot transfer until payments are complete; transfers can take up to five days. Access to the domain is typically provided within 1–2 hours of purchase, or by the next business day for post-hours purchases. Customer testimonials from individuals named Kofi Yeboah, Yvonne Perkins, Tony Ciccocelli, Aivar Podra, and Caesare Belvano are displayed, praising service and payment plans. The site does not provide explicit details on the ICP, industries served, targeted buyer roles, geographic markets, or any concrete proof beyond customer quotes and general assurances. The ICP and explicit differentiation are not provided; no specific industries, scales, certifications, or case examples are mentioned beyond the stated sale terms and transfer process."
milehiexpress.com,https://www.milehiexpress.com,Mile Hi Express,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,"Mile Hi Express provides refrigerated and frozen storage and distribution services in Colorado, with local delivery in Denver and the front range. They offer refrigerated/frozen pool distribution (LTL freight), local delivery including inside delivery, cross docking to reduce storage time and handling, and refrigerated storage that is temperature controlled and accessible. The company emphasizes temperature-controlled storage and transport for refrigerated or frozen goods and positions itself as able to store and transport products in a climate-controlled environment. They present customer testimonials but do not include specific metrics, certifications, case studies, years, or rankings. They do not specify an ICP, explicit ideal client characteristics, industries served, or targeted buyer roles beyond general service users; no explicit geography beyond Denver and the Colorado front range is stated, and there is no pricing model, contract structure, or engagement model described. Explicit differentiation is conveyed by offering refrigerated/frozen storage plus pool distribution, cross docking, and local inside delivery as integrated services, but no quantified differentiation metrics. No explicit ICP details, industry sectors, or buyer roles are provided beyond general customers seeking cold storage and delivery."
millenniumairship.com,https://www.millenniumairship.com,Millennium Airship Inc,Air Couriers and Cargo Services,Custom/Self-hosted,3,"Millennium Airship markets the SkyFreighter, an Advanced Hybrid Aircraft designed to transport most products globally with low cost, safety, and speed. The company’s stated aim is to create a paradigm shift in aviation and trans-oceanic freight, enabling landing on any terrain including water, and supporting smaller to larger payloads for various mission profiles. Initial product is a 20-ton lift vehicle with plans to scale to larger sizes (e.g., 500-ton lift) based on customer demand; production of larger air vehicles will be based on future demand. SkyFreighter is positioned to eliminate the need for manufacturers to design and build large industrial equipment in pieces for transport, reducing costs to equipment manufacturers and customers. The aircraft family is described as three payload sizes to fit mission profiles, from small carriers for tight locations to long-distance cargo, with capabilities including point-to-point delivery and services for remote or inaccessible locations. SkyAngel is a dedicated humanitarian craft for hospital and aid missions to remote or disaster-affected locations. The company emphasizes dedicated support with a domestically based team and global reach. The World Cargo Alliance (WCA) endorsement is cited as validation, with a 2026 endorsement letter from WCA, Ltd., describing SkyFreighter as addressing off-hub project cargo logistics, regional freight logistics for remote access, and disaster/humanitarian relief potential, and highlighting security benefits of point-to-point delivery. The site references humanitarian aid, disaster relief, and remote access missions as use cases. Explicit ICP, customer characteristics, target industries or sectors, geographic markets, contracts, pricing models, or proof beyond the WCA endorsement and the 20-ton initial vehicle are not provided. Specific buyers, departments, or roles targeted, and explicit geographic market limitations, other than global reach and remote locations, are not detailed. No numerical metrics beyond the 20-ton lift and reference to potential 500-ton lift are provided. No additional certifications or case examples are provided beyond the WCA endorsement."
millenniumlogistics.com,https://www.millenniumlogistics.com,New Millenium Services Corp,Warehousing and Storage,Custom/Self-hosted,3,"Summary:
Millennium Logistics provides final mile delivery and related services with a focus on white glove and asset recovery. The company offers Final Mile Services featuring liftgate deliveries, professional 2+ person delivery teams, flexible scheduling, nationwide warehousing, and cross-dock services. Asset Recovery Services streamline reverse logistics with secure handling of assets. The company markets White Glove Services for healthcare-related equipment, including refrigeration, pharmaceutical dispensing equipment, and dental office equipment. Additional capabilities include Parcel Locker Deployment nationwide (for returns and locker relocations) and Deployment of Server Racks nationwide (and asset recovery for racks and other IT hardware). They have experience delivering hot tubs nationwide with placement and damage-free delivery. The firm emphasizes a consultative approach, 25+ years of experience (since 1998), a national network of delivery partners in all 50 states, and international reach to Puerto Rico, Guam, and major Canadian markets. Explicit target markets or ideal client characteristics are not provided beyond the stated national scope and consultative service model. The ICP, specific buyer roles, pricing model, contract structure, and explicit industries served beyond general healthcare equipment and IT-related deployments are not detailed. They do not provide explicit geographic limitations beyond nationwide coverage and international reach in listed regions. Explicit proof items include 25+ years of experience and a nationwide network; no certifications, rankings, or case examples are stated beyond the hot tub deployment example."
