_idx,first_name,_company_name,_company_website,_country,primary_service,sub_industry,client_profile,matrix_key,matrix_pain_used,custom_personalisation,full_email
487,,ITExpert,,,permanent_recruiting,saas,vc_growth,permanent_recruiting__saas,posting the same roles for 6 weeks and still interviewing wrong people,figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep posting the same dev roles for weeks and still get mismatches,"your name came up on my end,

figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep posting the same dev roles for weeks and still get mismatches

worth intro'ing you?"
488,,Birn+Partners,,,executive_search,null,mixed_types,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
489,,Pensaert & Partners,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
490,,Copello Global,,,staffing,cybersecurity,enterprise_public,staffing__cybersecurity,can't find vetted security contractors who clear background checks fast,figured i'd reach out - i talk to a lot of CISOs in mid-market tech and they keep saying they can't find vetted security contractors who clear background checks fast,"your name came up on my end,

figured i'd reach out - i talk to a lot of CISOs in mid-market tech and they keep saying they can't find vetted security contractors who clear background checks fast

worth intro'ing you?"
491,,LVM Agency,,,staffing,hospitality,smb_general,staffing__hospitality,can't hold onto floor staff long enough to stop rehiring constantly,figured i'd reach out - i talk to a lot of hotel and restaurant operators and they keep saying they can't keep floor staff long enough to stop constant rehiring,"your name came up on my end,

figured i'd reach out - i talk to a lot of hotel and restaurant operators and they keep saying they can't keep floor staff long enough to stop constant rehiring

worth intro'ing you?"
492,,Fresh People,,,unknown,null,unknown_type,unknown__null,finding the right people is taking longer than the business can afford,figured i'd reach out - i talk to a lot of HR and ops leaders scaling and they keep saying they can't fill roles fast enough for the business pace,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR and ops leaders scaling and they keep saying they can't fill roles fast enough for the business pace

worth intro'ing you?"
493,,WeAreKeen | Talent Partners,,,rpo,saas,mixed_types,rpo__saas,internal recruiting team can't keep up with headcount targets,figured i'd reach out - i talk to a lot of heads of talent scaling SaaS and they keep saying they can't hit headcount targets without burning out the team,"your name came up on my end,

figured i'd reach out - i talk to a lot of heads of talent scaling SaaS and they keep saying they can't hit headcount targets without burning out the team

worth intro'ing you?"
494,,Ronald James Group,,,permanent_recruiting,saas,mixed_types,permanent_recruiting__saas,posting the same roles for 6 weeks and still interviewing wrong people,figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep recycling the same profiles for weeks and still get wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep recycling the same profiles for weeks and still get wrong candidates

worth intro'ing you?"
495,,Bluebird,,,permanent_recruiting,saas,vc_growth,permanent_recruiting__saas,posting the same roles for 6 weeks and still interviewing wrong people,figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep posting the same roles for weeks and still interview wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep posting the same roles for weeks and still interview wrong candidates

worth intro'ing you?"
496,,MUWAL,,,staffing,null,unknown_type,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
497,,SPS International,,,executive_search,null,mixed_types,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs at growing companies and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs at growing companies and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
498,,Proppel,,,permanent_recruiting,ecommerce_tech,smb_general,permanent_recruiting__ecommerce_tech,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR in growing companies and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in growing companies and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
499,,Superstars,,,staffing,enterprise_software,mixed_types,staffing__enterprise_software,can't staff implementation projects fast enough when deals close,figured i'd reach out - i talk to a lot of HR in enterprise software and they keep saying they can't staff implementation projects fast enough when deals close,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in enterprise software and they keep saying they can't staff implementation projects fast enough when deals close

worth intro'ing you?"
500,,Jobs-in.com,,,sourcing,warehousing_distribution,mixed_types,sourcing__warehousing_distribution,pipeline is always thin because finding the right people is the hardest part,ERROR: ,"your name came up on my end,

ERROR: 

worth intro'ing you?"
501,,techrec,,,permanent_recruiting,ai_ml,mixed_types,permanent_recruiting__ai_ml,everyone wants ML engineers but nobody can find ones who ship,figured i'd reach out - i talk to a lot of AI CTOs and they keep saying they can't find ML engineers who actually ship code,"your name came up on my end,

figured i'd reach out - i talk to a lot of AI CTOs and they keep saying they can't find ML engineers who actually ship code

worth intro'ing you?"
502,,Capri Partners,,,staffing,cybersecurity,mixed_types,staffing__cybersecurity,can't find vetted security contractors who clear background checks fast,figured i'd reach out - i talk to a lot of CISOs in mid-market tech and they keep saying they can't find vetted security contractors who clear background checks fast,"your name came up on my end,

figured i'd reach out - i talk to a lot of CISOs in mid-market tech and they keep saying they can't find vetted security contractors who clear background checks fast

worth intro'ing you?"
503,,ambi.careers,,,permanent_recruiting,it_services,vc_growth,permanent_recruiting__it_services,keep filling the same roles every 12 months when people leave,figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they can't fill roles fast enough before they churn,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they can't fill roles fast enough before they churn

worth intro'ing you?"
504,,eduJOBS,,,staffing,education,mixed_types,staffing__education,can't fill substitute and specialist roles before the semester starts,figured i'd reach out - i talk to a lot of HR in school districts and they keep saying they can't fill substitute and specialist roles before the semester starts,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in school districts and they keep saying they can't fill substitute and specialist roles before the semester starts

worth intro'ing you?"
505,,Elephant HR,,,permanent_recruiting,it_services,mixed_types,permanent_recruiting__it_services,keep filling the same roles every 12 months when people leave,figured i'd reach out - i talk to a lot of talent leads at IT services and they keep saying they keep filling the same roles every 12 months when people leave,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads at IT services and they keep saying they keep filling the same roles every 12 months when people leave

worth intro'ing you?"
506,,Female x Finance,,,sourcing,investment_banking,enterprise_public,sourcing__investment_banking,pipeline is always thin because finding the right people is the hardest part,figured i'd reach out - i talk to a lot of talent leads scaling hiring and they keep saying they have a thin bench when a req opens,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads scaling hiring and they keep saying they have a thin bench when a req opens

worth intro'ing you?"
507,,Key Search,,,executive_search,health_tech,mixed_types,executive_search__health_tech,need clinical and tech hybrid talent that barely exists in the market,figured i'd reach out - i talk to a lot of ops leads in digital health and they keep saying they can't find clinical‑tech hybrid talent that barely exists,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops leads in digital health and they keep saying they can't find clinical‑tech hybrid talent that barely exists

worth intro'ing you?"
508,,Start To Finish - Headhunting für Startups,,,executive_search,ecommerce,mixed_types,executive_search__ecommerce,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
509,,Prorences,,,permanent_recruiting,hospitals,mixed_types,permanent_recruiting__hospitals,nursing shortages mean every open role has 3 urgent hires behind it,figured i'd reach out - i talk to a lot of talent leads in hospitals and they keep saying they can't fill nursing roles without three hires stacking up,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads in hospitals and they keep saying they can't fill nursing roles without three hires stacking up

worth intro'ing you?"
510,,Nebuló-Meló Iskolaszövetkezet,,,staffing,consumer_goods,mixed_types,staffing__consumer_goods,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid‑market firms and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid‑market firms and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
511,,Bershaw,,,executive_search,ai_ml,enterprise_public,executive_search__ai_ml,searching for a head of AI who can actually lead researchers and ship,figured i'd reach out - i talk to a lot of AI founders and they keep saying they searching for a head of AI who can lead researchers and ship,"your name came up on my end,

figured i'd reach out - i talk to a lot of AI founders and they keep saying they searching for a head of AI who can lead researchers and ship

worth intro'ing you?"
512,,IT Talents,,,permanent_recruiting,it_services,mixed_types,permanent_recruiting__it_services,keep filling the same roles every 12 months when people leave,figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they keep filling the same roles every year as people leave,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they keep filling the same roles every year as people leave

worth intro'ing you?"
513,,Click&Care,,,staffing,home_care,mixed_types,staffing__home_care,can't maintain caseloads when caregivers churn every 3 months,figured i'd reach out - i talk to a lot of home health ops directors and they keep saying they can't maintain caseloads when caregivers churn every 3 months,"your name came up on my end,

figured i'd reach out - i talk to a lot of home health ops directors and they keep saying they can't maintain caseloads when caregivers churn every 3 months

worth intro'ing you?"
514,,CSS Recruitment & Training Services Ltd,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
515,,WorkingDay,,,executive_search,it_services,mixed_types,executive_search__it_services,finding a GM who can actually grow revenue not just manage delivery,figured i'd reach out - i talk to a lot of CEOs in IT services and they keep saying they can't find a GM who grows revenue instead of just managing delivery,"your name came up on my end,

figured i'd reach out - i talk to a lot of CEOs in IT services and they keep saying they can't find a GM who grows revenue instead of just managing delivery

worth intro'ing you?"
516,,Athletic Work,,,staffing,null,unknown_type,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
517,,Copello Global,,,executive_search,cybersecurity,enterprise_public,executive_search__cybersecurity,can't find vetted security contractors who clear background checks fast,figured i'd reach out - i talk to a lot of mid-market tech CISOs and they keep saying they can't find vetted security contractors who clear background checks fast,"your name came up on my end,

figured i'd reach out - i talk to a lot of mid-market tech CISOs and they keep saying they can't find vetted security contractors who clear background checks fast

worth intro'ing you?"
518,,the female factor,,,unknown,null,mixed_types,unknown__null,finding the right people is taking longer than the business can afford,figured i'd reach out - i talk to a lot of HR and ops leaders at scaling firms and they keep saying they can't fill roles without burning 3-4 months and lose momentum,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR and ops leaders at scaling firms and they keep saying they can't fill roles without burning 3-4 months and lose momentum

worth intro'ing you?"
519,,Hublance,,,staffing,enterprise_software,mixed_types,staffing__enterprise_software,can't staff implementation projects fast enough when deals close,figured i'd reach out - i talk to a lot of HR leads in enterprise software and they keep saying they can't staff implementation projects fast enough when deals close,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR leads in enterprise software and they keep saying they can't staff implementation projects fast enough when deals close

worth intro'ing you?"
520,,DOMINO MISSIONS,,,staffing,null,unknown,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
521,,Bloomays,,,permanent_recruiting,null,smb_tech,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers scaling and they keep saying they keep recycling the same profiles and never landing a developer,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers scaling and they keep saying they keep recycling the same profiles and never landing a developer

worth intro'ing you?"
522,,Birn+Partners,,,executive_search,null,mixed_types,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
523,,Leaderia,,,permanent_recruiting,hospitality,mixed_types,permanent_recruiting__hospitality,can't hold onto floor staff long enough to stop rehiring constantly,figured i'd reach out - i talk to a lot of hotel and restaurant operators and they keep saying they can't keep floor staff long enough to stop constant rehiring,"your name came up on my end,

figured i'd reach out - i talk to a lot of hotel and restaurant operators and they keep saying they can't keep floor staff long enough to stop constant rehiring

worth intro'ing you?"
524,,Auxeris,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
525,,The Daisy Chain,,,staffing,real_estate_development,enterprise_private,staffing__real_estate_development,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR leaders at mid-market firms and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR leaders at mid-market firms and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
526,,Auxeris,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR leaders mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR leaders mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
527,,Staff Recruitment,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
528,,Lorenz & Hamilton group,,,executive_search,null,mixed_types,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
529,,Cabinet Nexa Solutions,,,permanent_recruiting,null,unknown_type,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR in growth companies and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in growth companies and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
530,,Alphea Conseil,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
531,,Prime Resourcers,,,staffing,telecom,enterprise_private,staffing__telecom,can't find field technicians who stay through a full deployment,figured i'd reach out - i talk to a lot of project managers telecom and they keep saying they can't find field techs who stay through a full deployment,"your name came up on my end,

figured i'd reach out - i talk to a lot of project managers telecom and they keep saying they can't find field techs who stay through a full deployment

worth intro'ing you?"
532,,Keyman Personnel,,,staffing,civil_infrastructure,enterprise_private,staffing__civil_infrastructure,public works deadlines don't move but the skilled labor pool keeps shrinking,figured i'd reach out - i talk to a lot of project directors in infrastructure and they keep saying they can't staff projects as skilled labor dries up,"your name came up on my end,

figured i'd reach out - i talk to a lot of project directors in infrastructure and they keep saying they can't staff projects as skilled labor dries up

worth intro'ing you?"
533,,Fredriks,,,executive_search,private_equity,enterprise_private,executive_search__private_equity,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs at growth firms and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs at growth firms and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
534,,EMBS Talent Group,,,staffing,it_services,mixed_types,staffing__it_services,keep losing contractors mid-project because margins are too thin,figured i'd reach out - i talk to a lot of IT managers in mid-market tech and they keep saying they keep losing contractors mid-project as margins stay too thin,"your name came up on my end,

figured i'd reach out - i talk to a lot of IT managers in mid-market tech and they keep saying they keep losing contractors mid-project as margins stay too thin

worth intro'ing you?"
535,,EchoGlobal Tech,,,staffing,enterprise_software,mixed_types,staffing__enterprise_software,can't staff implementation projects fast enough when deals close,figured i'd reach out - i talk to a lot of HR in enterprise software and they keep saying they can't fill implementation teams fast enough when a deal closes,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in enterprise software and they keep saying they can't fill implementation teams fast enough when a deal closes

worth intro'ing you?"
536,,Jopp,,,staffing,saas,mixed_types,staffing__saas,keep interviewing VP Sales candidates who can't build a team,figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep interviewing VP Sales candidates who can't build a team,"your name came up on my end,

figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep interviewing VP Sales candidates who can't build a team

worth intro'ing you?"
537,,Bluebird,,,permanent_recruiting,saas,vc_growth,permanent_recruiting__saas,posting the same roles for 6 weeks and still interviewing wrong people,figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep posting the same roles for 6 weeks and still interview wrong people,"your name came up on my end,

figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep posting the same roles for 6 weeks and still interview wrong people

worth intro'ing you?"
538,,Partner Temps sp. z o.o.,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market firms and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market firms and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
539,,TalentHub Recruitment,,,permanent_recruiting,null,vc_growth,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers scaling and they keep saying they keep interviewing the same candidates and never find the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers scaling and they keep saying they keep interviewing the same candidates and never find the right fit

worth intro'ing you?"
540,,Athletic Work,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid‑market firms and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid‑market firms and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
541,,the female factor,,,unknown,null,unknown_type,unknown__null,finding the right people is taking longer than the business can afford,figured i'd reach out - i talk to a lot of HR and ops leaders scaling and they keep saying they can't fill roles without burning 3-4 months and lose momentum,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR and ops leaders scaling and they keep saying they can't fill roles without burning 3-4 months and lose momentum

worth intro'ing you?"
542,,Auxeris,,,staffing,null,unknown_type,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR leaders mid-market and they keep saying they can't scale headcount quickly enough when demand spikes,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR leaders mid-market and they keep saying they can't scale headcount quickly enough when demand spikes

worth intro'ing you?"
543,,ProHunters,,,executive_search,cybersecurity,mixed_types,executive_search__cybersecurity,can't find vetted security contractors who clear background checks fast,figured i'd reach out - i talk to a lot of mid-market tech CISOs and they keep saying they can't find vetted security contractors who clear background checks fast,"your name came up on my end,

figured i'd reach out - i talk to a lot of mid-market tech CISOs and they keep saying they can't find vetted security contractors who clear background checks fast

worth intro'ing you?"
544,,GDI,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when orders surge,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when orders surge

worth intro'ing you?"
545,,LEADER SELECTION,,,executive_search,null,enterprise_private,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs at scaling companies and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs at scaling companies and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
546,,Vallum Associates,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they always end up with a thin bench when a req opens,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they always end up with a thin bench when a req opens

worth intro'ing you?"
547,,IT-Personalberatung Dr. Dienst & Wenzel GmbH & Co. KG,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
548,,KLEEVER,,,rpo,cybersecurity,mixed_types,rpo__cybersecurity,can't find vetted security contractors who clear background checks fast,ERROR: ,"your name came up on my end,

ERROR: 

worth intro'ing you?"
549,,Key Search,,,executive_search,health_tech,mixed_types,executive_search__health_tech,need clinical and tech hybrid talent that barely exists in the market,figured i'd reach out - i talk to a lot of ops leads in digital health and they keep saying they can't find clinical‑tech hybrid talent that barely exists,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops leads in digital health and they keep saying they can't find clinical‑tech hybrid talent that barely exists

worth intro'ing you?"
550,,Birn+Partners,,,executive_search,null,mixed_types,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
551,,Gestal Consulting,,,permanent_recruiting,null,enterprise_private,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
552,,De Vroedt en Thierry | Executive Search & Leadership Consultancy,,,executive_search,null,enterprise_public,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs at growing firms and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs at growing firms and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
553,,P&D TALENT INTERNATIONAL,,,executive_search,it_services,vc_growth,executive_search__it_services,finding a GM who can actually grow revenue not just manage delivery,ERROR: ,"your name came up on my end,

ERROR: 

worth intro'ing you?"
554,,PERIT Consulting,,,permanent_recruiting,enterprise_software,mixed_types,permanent_recruiting__enterprise_software,finding engineers who know legacy stacks and actually want to work in them,figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who actually want legacy stacks,"your name came up on my end,

figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who actually want legacy stacks

worth intro'ing you?"
555,,Tribe.xyz,,,rpo,null,vc_growth,rpo__null,internal recruiting team is the bottleneck and leadership knows it,figured i'd reach out - i talk to a lot of talent heads scaling and they keep saying they can't keep up with hiring speed as growth accelerates,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent heads scaling and they keep saying they can't keep up with hiring speed as growth accelerates

worth intro'ing you?"
556,,Alex Staff Agency,,,staffing,cybersecurity,mixed_types,staffing__cybersecurity,can't find vetted security contractors who clear background checks fast,figured i'd reach out - i talk to a lot of mid-market tech CISOs and they keep saying they can't find vetted security contractors who clear background checks fast,"your name came up on my end,

figured i'd reach out - i talk to a lot of mid-market tech CISOs and they keep saying they can't find vetted security contractors who clear background checks fast

worth intro'ing you?"
557,,Digitalenta,,,permanent_recruiting,ecommerce_tech,mixed_types,permanent_recruiting__ecommerce_tech,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep recycling the same digital profiles and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep recycling the same digital profiles and never finding the right fit

worth intro'ing you?"
558,,Developers Shore,,,staffing,dev_agencies,smb_tech,staffing__dev_agencies,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid‑market and they keep saying they can't scale headcount quickly enough when demand spikes,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid‑market and they keep saying they can't scale headcount quickly enough when demand spikes

worth intro'ing you?"
559,,Searchlight,,,executive_search,null,enterprise_private,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs at growing firms and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs at growing firms and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
560,,Key Search,,,executive_search,saas,mixed_types,executive_search__saas,keep interviewing VP Sales candidates who can't build a team,figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep interviewing VP Sales candidates who can't build a team,"your name came up on my end,

figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep interviewing VP Sales candidates who can't build a team

worth intro'ing you?"
561,,SMARTFUL Growth  |  Talent Solutions,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
